MSRM_DT,AREA_TPRT,AREA_HMDT,AREA_WDSP,INNER_TPRT,INNER_HMDT,INNER_CBDX_CTRN,PLT_LNGTH,LEAF_LNGTH,LEAF_WDTH,STEM_THNS,SHPMN_QTY,SHPMN_AMT
2019-01-01 00:00:00,-1.9,50.0,1.6,19.1,87.0,840.9118735610245,78.39421398047928,9.727162301366686,9.88428332589229,4.441431881532784,,
2019-01-01 01:00:00,-3.2,54.0,1.7,18.8,87.0,856.601990400003,74.70493556540302,9.764600701155425,9.883974888468057,4.470155371984285,,
2019-01-01 02:00:00,-2.5,62.0,2.1,18.5,87.0,871.2986258559757,75.94534927898957,9.743873349413915,9.848250186511866,4.50764176778673,,
2019-01-01 03:00:00,-2.5,62.0,1.6,18.1,87.0,878.3098893312867,78.28196497493991,9.716841557924297,9.837606675762238,4.518573507369592,,
2019-01-01 04:00:00,-3.6,67.0,0.8,17.8,88.0,893.5203625710944,79.01195368386877,9.683326342765325,9.794721853045719,4.5573794883330265,,
2019-01-01 05:00:00,-2.4,64.0,1.7,17.6,89.0,887.1533315330388,78.58678936235398,9.710762478417598,9.823378909362253,4.516077194131362,,
2019-01-01 06:00:00,-3.3,69.0,2.3,17.5,89.0,899.4356629739285,73.94262362812823,9.762511426392411,9.826406587640028,4.5394184458431734,,
2019-01-01 07:00:00,-2.0,64.0,1.0,17.6,91.0,883.2286181730183,82.66820899348366,9.649520896192925,9.785086082544407,4.509127765248091,,
2019-01-01 08:00:00,-2.5,67.0,0.3,17.6,91.0,889.407840842128,84.41538786738035,9.613511237691226,9.751975570423292,4.538365006093673,,
2019-01-01 09:00:00,-1.3,62.0,0.8,17.5,96.0,873.24287453607,85.33747939505673,9.60324392187664,9.753760733774074,4.459304581230499,,
2019-01-01 10:00:00,-1.0,59.0,2.0,18.5,97.0,848.958003239945,80.34731766753998,9.672185253551877,9.787135271138462,4.407498503640281,,
2019-01-01 11:00:00,-0.1,58.0,1.5,26.8,50.0,758.5620184191097,81.50555585356368,9.801961216712202,9.944635043177316,4.7123342195564755,,
2019-01-01 12:00:00,1.6,52.0,1.8,18.9,52.0,879.7126633023076,89.12115228258894,9.81845229752195,10.055881653597677,4.717111016617269,,
2019-01-01 13:00:00,1.4,50.0,3.0,22.5,55.0,810.5285293053439,81.2376484473098,9.877779761042984,10.04470333640279,4.635475482637103,,
2019-01-01 14:00:00,1.6,54.0,2.8,20.4,52.0,856.3858514315705,84.28108218341232,9.871892650883145,10.058406651322558,4.701015956026184,,
2019-01-01 15:00:00,1.7,52.0,2.1,17.3,54.0,904.8716538994859,89.05007711448651,9.83947336612946,10.073299867592489,4.709907557614105,,
2019-01-01 16:00:00,1.7,52.0,2.5,15.6,100.0,876.2530514383595,87.18115515354644,9.65634235849171,9.831696003309407,4.350832916462853,,
2019-01-01 17:00:00,0.9,58.0,1.4,17.3,98.0,860.6610402546187,89.07853911951176,9.59577130763559,9.763142833937497,4.405707678519182,,
2019-01-01 18:00:00,0.3,59.0,2.5,18.3,89.0,858.1222045434548,82.47635433496693,9.720683187876874,9.8412281830742,4.46109601058998,,
2019-01-01 19:00:00,-0.6,71.0,1.3,18.0,90.0,883.0192359785034,86.07119313467426,9.631678227394225,9.74426641065139,4.5434033318328915,,
2019-01-01 20:00:00,0.1,59.0,2.3,17.8,90.0,866.3087939488562,83.015767359391,9.716911881479266,9.837980709262693,4.461403408405898,,
2019-01-01 21:00:00,-0.5,61.0,1.8,17.5,90.0,876.6099678289279,83.71532443551706,9.701483270469746,9.821732949773716,4.485084005567751,,
2019-01-01 22:00:00,-0.9,59.0,2.2,17.3,90.0,878.535040146177,80.82393700659111,9.749452701856555,9.85299979348845,4.471677654771617,,
2019-01-01 23:00:00,-1.7,61.0,1.8,16.9,89.0,892.5513865750869,80.6016381636085,9.751851363901485,9.849468746837362,4.503545309605718,,
2019-01-02 00:00:00,-2.7,64.0,0.8,16.6,89.0,905.720140277271,82.31548326400524,9.714271687211692,9.81621951423938,4.5419220834892275,,
2019-01-02 01:00:00,-2.9,62.0,1.1,16.3,89.0,908.7055950927115,80.48421553873676,9.750128499517968,9.843281215224684,4.529968859949615,,
2019-01-02 02:00:00,-2.7,61.0,1.7,16.1,90.0,908.7661570695171,78.56788458931626,9.783478240567169,9.86254979270115,4.508465268439183,,
2019-01-02 03:00:00,-3.6,62.0,1.5,15.9,90.0,916.8704520558762,76.99030796425939,9.799305029749585,9.863603033371342,4.522653401581576,,
2019-01-02 04:00:00,-4.3,64.0,0.7,15.7,90.0,925.7650267524383,78.59929059489937,9.767745861479366,9.83765704184663,4.550425037517554,,
2019-01-02 05:00:00,-4.4,64.0,0.5,15.5,90.0,929.616875175412,79.2727807394042,9.76172778615213,9.83521336024151,4.55565216365951,,
2019-01-02 06:00:00,-5.8,74.0,0.0,15.4,90.0,951.0438554470908,78.21149384681732,9.7430993390572,9.78091193077404,4.62503037255737,,
2019-01-02 07:00:00,-5.5,73.0,0.1,15.2,90.0,952.0281240479521,78.70939164684296,9.746691097560232,9.789085157973133,4.6185506845961015,,
2019-01-02 08:00:00,-6.1,79.0,0.1,15.2,92.0,960.4618560261513,77.43680369755958,9.737902333874118,9.750723112885908,4.63824320311695,,
2019-01-02 09:00:00,-3.3,72.0,0.2,15.0,100.0,933.7350425340286,84.51887723639037,9.645074818306941,9.716000014890039,4.524111885221606,,
2019-01-02 10:00:00,-0.5,57.0,2.0,21.5,50.0,851.3634131274141,81.46909746261959,9.930090147686244,10.044052548183931,4.748381166300828,,
2019-01-02 11:00:00,0.9,49.0,2.1,27.9,46.0,727.5541525187613,80.95225142400994,9.910381301980253,10.019917928565127,4.676050570710755,,
2019-01-02 12:00:00,1.6,43.0,2.7,31.4,42.0,659.9654950650201,78.10337566505657,9.951172092828322,10.04494366914852,4.634256916151899,,
2019-01-02 13:00:00,1.9,36.0,2.6,33.1,46.0,613.6702904356207,77.7488227593712,9.934735379910553,10.032336384349712,4.550195443032553,,
2019-01-02 14:00:00,3.5,32.0,1.9,32.1,47.0,618.4582065260747,85.56738758407595,9.856475023833458,10.021002042447998,4.532205794480653,,
2019-01-02 15:00:00,3.1,26.0,2.1,28.6,46.0,673.5652735006555,85.05868800704087,9.926243309759526,10.115628663601965,4.535145352980665,,
